id_survey,date_of_survey,ticket_system,customer_service,value_for_money,overall_text,cleaned_text,sentiment,likelihood_to_recommend,nps_category,ease_of_use,overall_rating,csat_category
T_04544,2024-12-26,Freshdesk,4.0,5.0,"Pros:A solution platform is what we are trying to achieve and as a startup, we were looking at a simple help desk solution with the capability to have ticketing and resolution process, end to end online. Devise independent functioning was another preference. I can proudly say that our selection of Freshdesk to address these requirements were right.It is a fine solution made with insights of extensive domain experience and hence this is not just a tool but a working solution for help desk / support.Surprisingly simple to use. Sign up, set the right parameters, attend a few training sessions/self learn and go live and a perfectly working support solution is live.Integration capability with so many useful apps further simplifies the process automation. It is a great solution if you wanted to delight the prospects/customers. I recommend Freshdesk to any forward looking businesses with a clear agenda of automating their support process.",pros a solution platform is what we are trying tapi achieve and as a startup we were looking at a simple help desk solution with the capability tapi have ticketing and resolution process end tapi end online devise independent functioning was another preference i can proudly sayang that our selection of freshdesk tapi address these requirements were right itu is a fine solution made with insights of extensive domain experience and hence this is not just a tool but a working solution for help desk support surprisingly simple tapi use sign up set the right parameters attend a few training sessions self learn and go live and a perfectly working support solution is live integration capability with sok many useful apps further simplifies the process automation itu is a great solution if you wanted tapi delight the prospects customers i recommend freshdesk tapi any forward looking businesses with a clear agenda of automating their support process,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_00998,2024-10-26,Zendesk,3.0,4.0,"Es bueno para lo que vale, y para lo facil de su integracion",es bueno para lo que vale ya para lo facil deh su integracion,Netral,6.0,Detractor,3.0,4.0,Satisfied
T_00922,2024-10-24,Zendesk,3.0,4.0,"Pros:It is amazing to see what Zenhub fixes about Github, you can use it as a JIRA replacement if you want and not break a sweat!",pros itu is amazing tapi sih what zenhub fixes about github you can use itu as a jira replacement if you want and not break a sweat,Positif,9.0,Promoter,4.0,4.0,Satisfied
T_03601,2024-12-13,Zoho Desk,3.0,5.0,"Pros:Zoho Desk is really a great tool and the final decision after analyzing a huge number of different service desk solutions. The others couldn't convince me as good as Zoho, especially for the low price!",pros zoho desk is really a great tool and the final decision after analyzing a huge number of different service desk solutions the others couldn t convince me as good as zoho especially for the low price,Positif,8.0,Passive,5.0,4.0,Satisfied
T_04828,2024-12-30,Zoho Desk,2.0,4.0,"In these short weeks, Zoho proved to be easy to use and labor saving. Cost per agent would be an issue to consider.",ini these short weeks zoho proved tapi be easy tapi use and labor saving cost per agent would be an issue tapi consider,Positif,6.0,Detractor,3.0,4.0,Satisfied
T_00005,2024-10-01,Zoho Desk,4.0,5.0,"Super recommended tool, facilitates ticket assignment and monitoring, in addition to keeping the end user informed",super recommended tool facilitates ticket assignment and monitoring ini addition tapi keeping the end user informed,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_02538,2024-11-28,ServiceNow,3.0,2.0,We use service now every time a change request needs to be raised our experience has been fine but the UI is very bad.,we use service now every time a change request needs tapi be raised our experience has been fine but the ui is very bad,Negatif,4.0,Detractor,2.0,3.0,Neutral
T_01898,2024-11-15,Zendesk,3.0,5.0,"I can easily view and track my customer service inquiries quickly and efficiently.Sometimes I feel I need to spend a weekend to learn all that Zendesk can do for my organization.There are so many tool and resources, I cannot learn what they all can do while running my business at the sametime.",i can easily view and track my customer service inquiries quickly and efficiently sometimes i feel i need tapi spend a weekend tapi learn all that zendesk can di for my organization there are sok many tool and resources i cannot learn what they all can di while running my business at the sametime,Netral,7.0,Passive,5.0,5.0,Satisfied
T_02882,2024-12-04,Zoho Desk,3.0,5.0,"Pros:Customization is good, we can set custom rules, scalability and integration. Its meeting our basic needs of IT ticketing system and helping to manage all the task along with solutions.",pros customization is good we can set custom rules scalability and integration its meeting our basic needs of itu ticketing system and helping tapi manage all the task along with solutions,Positif,7.0,Passive,5.0,5.0,Satisfied
T_04674,2024-12-28,Zoho Desk,3.0,5.0,Great experience with the management and setup. Daily use is very simple and straight forward.,great experience with the management and setup daily use is very simple and straight forward,Positif,8.0,Passive,5.0,4.0,Satisfied
T_02368,2024-11-25,Zoho Desk,0.0,2.0,Pros:Ready to go Support tool that can be implemented at any small business in a fairly short period of time.,pros ready tapi go support tool that can be implemented at any small business ini a fairly short period of time,Netral,2.0,Detractor,2.0,2.0,Dissatisfied
T_00058,2024-10-02,Freshdesk,5.0,5.0,It makes my job so much easier that it has become an essential tool. I can keep track and coordinate with whole team through just a few clicks.,itu makes my job sok much easier that itu has become an essential tool i can keep track and coordinate with whole team through just a few clicks,Netral,8.0,Passive,5.0,4.0,Satisfied
T_00301,2024-10-08,Freshdesk,3.0,4.0,Pros:Price3rd Party App Developer SupportExisting AppsNavigation/User Interface SimplicityFlexibility,pros price3rd party app developer supportexisting appsnavigation user interface simplicityflexibility,Netral,7.0,Passive,4.0,4.0,Satisfied
T_04627,2024-12-27,Freshdesk,2.0,5.0,"It is a better fit with how we work than our previous helpdesk system, whilst being a lot cheaper than JIRA or similar systems.",itu is a better fit with how we work tahan our previous helpdesk system whilst being a lot cheaper tahan jira orang similar systems,Netral,7.0,Passive,5.0,4.0,Satisfied
T_02898,2024-12-04,Zoho Desk,3.0,5.0,Pros:We are using the software for our customer service team.The automatisation features are awesome and everything works very well!,pros we are using the software for our customer service team the automatisation features are awesome and everything works very well,Positif,7.0,Passive,4.0,4.0,Satisfied
